shipment_id,nombre_evento,timestamp_evento,nodo,area_responsable
SHP000014,llegada_sortation,2026-02-20 08:56:53.582940,SORT_QRO_01,Middle Mile
SHP000014,salida_sortation,2026-02-20 11:55:28.722265,SORT_QRO_01,Middle Mile
SHP000014,llegada_last_mile,2026-02-20 15:56:03.922357,LM_QRO,Last Mile
SHP000014,out_for_delivery,2026-02-20 19:53:01.851453,LM_QRO,Last Mile
SHP000014,entregado,2026-02-21 03:34:12.662582,LM_QRO,Last Mile
SHP000015,pedido_creado,2026-02-28 05:44:01.000000,FC_CDMX_01,Promesa
SHP000015,ready_to_ship,2026-02-28 15:16:49.085138,FC_CDMX_01,Fulfillment
SHP000015,salida_fulfillment,2026-02-28 17:25:38.193880,FC_CDMX_01,Fulfillment
SHP000015,llegada_sortation,2026-03-01 03:02:45.973257,SORT_CDMX_01,Middle Mile
SHP000015,salida_sortation,2026-03-01 08:32:56.588154,SORT_CDMX_01,Middle Mile
SHP000015,llegada_last_mile,2026-03-01 16:30:52.998921,LM_CDMX_SUR,Last Mile
SHP000015,out_for_delivery,2026-03-02 01:55:18.636765,LM_CDMX_SUR,Last Mile
SHP000015,entregado,2026-03-02 00:03:04.113696,LM_CDMX_SUR,Last Mile
SHP000016,pedido_creado,2026-03-08 09:10:30.000000,FC_QRO_01,Promesa
SHP000016,ready_to_ship,2026-03-08 17:08:04.911181,FC_QRO_01,Fulfillment
SHP000016,salida_fulfillment,2026-03-08 19:31:53.298594,FC_QRO_01,Fulfillment
SHP000016,llegada_sortation,2026-03-08 22:10:54.187123,SORT_QRO_01,Middle Mile
SHP000016,salida_sortation,2026-03-09 00:49:01.261037,SORT_QRO_01,Middle Mile
SHP000016,llegada_last_mile,2026-03-09 09:47:55.273610,LM_QRO,Last Mile
SHP000016,out_for_delivery,2026-03-09 14:48:42.615782,LM_QRO,Last Mile
SHP000016,entregado,2026-03-09 04:18:20.322836,LM_QRO,Last Mile
SHP000017,pedido_creado,2026-01-16 16:32:03.000000,FC_PUE_01,Promesa
SHP000017,ready_to_ship,2026-01-16 19:38:06.462875,FC_PUE_01,Fulfillment
SHP000017,salida_fulfillment,2026-01-16 21:02:17.632481,FC_PUE_01,Fulfillment
SHP000017,llegada_sortation,2026-01-17 04:42:16.629283,SORT_MTY_01,Middle Mile
SHP000017,salida_sortation,2026-01-17 05:12:16.629283,SORT_MTY_01,Middle Mile
SHP000017,llegada_last_mile,2026-01-17 09:10:49.471505,LM_PUE,Last Mile
SHP000017,out_for_delivery,2026-01-17 09:56:13.270234,LM_PUE,Last Mile
SHP000017,entregado,2026-01-17 12:38:29.686430,LM_PUE,Last Mile
SHP000018,pedido_creado,2026-03-24 01:13:54.000000,FC_MTY_01,Promesa
SHP000018,ready_to_ship,2026-03-24 07:07:52.373077,FC_MTY_01,Fulfillment
SHP000018,salida_fulfillment,2026-03-24 10:54:36.500715,FC_MTY_01,Fulfillment
SHP000018,llegada_sortation,2026-03-24 16:54:33.512265,SORT_GDL_01,Middle Mile
SHP000018,salida_sortation,2026-03-24 20:45:50.448771,SORT_GDL_01,Middle Mile
SHP000018,llegada_last_mile,2026-03-25 06:44:03.859948,LM_QRO,Last Mile
SHP000018,out_for_delivery,2026-03-25 11:26:59.061160,LM_QRO,Last Mile
SHP000018,entregado,2026-03-25 14:04:59.548686,LM_QRO,Last Mile
SHP000019,pedido_creado,2026-03-17 22:19:52.000000,FC_PUE_01,Promesa
SHP000019,ready_to_ship,2026-03-18 00:12:35.989078,FC_PUE_01,Fulfillment
SHP000019,salida_fulfillment,2026-03-18 04:12:37.242199,FC_PUE_01,Fulfillment
SHP000019,llegada_sortation,2026-03-18 08:36:35.819432,SORT_GDL_01,Middle Mile
SHP000019,salida_sortation,2026-03-18 23:30:23.030253,SORT_GDL_01,Middle Mile
SHP000019,llegada_last_mile,2026-03-19 12:38:12.692164,LM_CDMX_SUR,Last Mile
SHP000019,out_for_delivery,2026-03-20 03:41:28.572939,LM_CDMX_SUR,Last Mile
SHP000019,entregado,2026-03-22 21:33:59.944967,LM_CDMX_SUR,Last Mile
SHP000020,pedido_creado,2026-01-24 13:57:51.000000,FC_CDMX_01,Promesa
SHP000020,ready_to_ship,2026-01-24 22:17:30.142484,FC_CDMX_01,Fulfillment
SHP000020,salida_fulfillment,2026-01-24 23:33:08.891331,FC_CDMX_01,Fulfillment
SHP000020,llegada_sortation,2026-01-25 07:13:51.190999,SORT_MTY_01,Middle Mile
SHP000020,salida_sortation,2026-01-25 09:30:05.617656,SORT_MTY_01,Middle Mile
SHP000020,llegada_last_mile,2026-01-25 22:16:49.821034,LM_MTY,Last Mile
SHP000020,out_for_delivery,2026-01-26 01:24:45.441521,LM_MTY,Last Mile
SHP000020,entregado,2026-01-26 04:56:50.057672,LM_MTY,Last Mile
SHP000021,pedido_creado,2026-03-16 04:19:53.000000,FC_PUE_01,Promesa
SHP000021,ready_to_ship,2026-03-16 06:14:01.433505,FC_PUE_01,Fulfillment
SHP000021,salida_fulfillment,2026-03-16 07:53:26.168874,FC_PUE_01,Fulfillment
SHP000021,llegada_sortation,2026-03-16 16:26:31.808430,SORT_CDMX_01,Middle Mile
SHP000021,salida_sortation,2026-03-16 23:32:51.343258,SORT_CDMX_01,Middle Mile
SHP000021,llegada_last_mile,2026-03-17 13:57:05.468736,LM_CDMX_NORTE,Last Mile
SHP000021,out_for_delivery,2026-03-17 22:40:09.716085,LM_CDMX_NORTE,Last Mile
SHP000021,entregado,2026-03-17 02:13:15.109519,LM_CDMX_NORTE,Last Mile
SHP000022,pedido_creado,2026-01-27 01:37:36.000000,FC_GDL_01,Promesa
SHP000022,ready_to_ship,2026-01-27 06:03:55.284898,FC_GDL_01,Fulfillment
SHP000022,salida_fulfillment,2026-01-27 07:27:40.971588,FC_GDL_01,Fulfillment
SHP000022,llegada_sortation,2026-01-27 13:48:49.040188,SORT_GDL_01,Middle Mile
SHP000022,salida_sortation,2026-01-28 05:14:43.908792,SORT_GDL_01,Middle Mile
SHP000022,llegada_last_mile,2026-01-29 02:11:36.966177,LM_PUE,Last Mile
SHP000022,out_for_delivery,2026-01-29 18:38:26.608434,LM_PUE,Last Mile
SHP000022,entregado,2026-01-29 22:59:30.961212,LM_PUE,Last Mile
SHP000023,pedido_creado,2026-03-11 13:17:29.000000,FC_PUE_01,Promesa
SHP000023,ready_to_ship,2026-03-11 18:58:46.290546,FC_PUE_01,Fulfillment
SHP000023,salida_fulfillment,2026-03-11 21:54:20.727700,FC_PUE_01,Fulfillment
SHP000023,llegada_sortation,2026-03-12 07:43:45.383936,SORT_QRO_01,Middle Mile
SHP000023,salida_sortation,2026-03-12 18:24:27.867079,SORT_QRO_01,Middle Mile
SHP000023,llegada_last_mile,2026-03-12 23:18:16.321629,LM_CDMX_SUR,Last Mile
SHP000023,out_for_delivery,2026-03-13 08:59:41.305362,LM_CDMX_SUR,Last Mile
SHP000023,entregado,2026-03-13 07:43:51.583749,LM_CDMX_SUR,Last Mile
SHP000024,pedido_creado,2026-01-07 13:11:28.000000,FC_MTY_01,Promesa
SHP000024,ready_to_ship,2026-01-07 17:21:14.736055,FC_MTY_01,Fulfillment
SHP000024,salida_fulfillment,2026-01-07 19:14:33.628459,FC_MTY_01,Fulfillment
SHP000024,llegada_sortation,2026-01-07 22:36:41.394110,SORT_QRO_01,Middle Mile
SHP000024,salida_sortation,2026-01-08 07:35:25.120195,SORT_QRO_01,Middle Mile
SHP000024,llegada_last_mile,2026-01-08 12:07:25.548366,LM_QRO,Last Mile
SHP000024,out_for_delivery,2026-01-08 23:14:53.284187,LM_QRO,Last Mile
SHP000024,entregado,2026-01-09 01:59:53.631675,LM_QRO,Last Mile
SHP000025,pedido_creado,2026-01-23 13:28:22.000000,FC_PUE_01,Promesa
SHP000025,ready_to_ship,2026-01-23 18:17:33.433841,FC_PUE_01,Fulfillment
SHP000025,salida_fulfillment,2026-01-23 19:47:12.265649,FC_PUE_01,Fulfillment
SHP000025,llegada_sortation,2026-01-24 03:56:20.300405,SORT_GDL_01,Middle Mile
SHP000025,salida_sortation,2026-01-24 11:19:09.554951,SORT_GDL_01,Middle Mile
SHP000025,llegada_last_mile,2026-01-25 00:21:15.254457,LM_QRO,Last Mile
SHP000025,out_for_delivery,2026-01-25 03:51:15.491326,LM_QRO,Last Mile
SHP000025,entregado,2026-01-25 12:04:33.397554,LM_QRO,Last Mile
SHP000026,pedido_creado,2026-01-22 03:12:28.000000,FC_CDMX_01,Promesa
SHP000026,ready_to_ship,2026-01-22 09:44:12.243294,FC_CDMX_01,Fulfillment
SHP000026,salida_fulfillment,2026-01-22 10:37:32.053568,FC_CDMX_01,Fulfillment
SHP000026,llegada_sortation,2026-01-22 16:02:15.810255,SORT_MTY_01,Middle Mile
SHP000026,salida_sortation,2026-01-22 20:13:25.017798,SORT_MTY_01,Middle Mile
SHP000026,llegada_last_mile,2026-01-23 06:07:19.824122,LM_CDMX_NORTE,Last Mile
SHP000026,out_for_delivery,2026-01-23 06:37:19.824122,LM_CDMX_NORTE,Last Mile
SHP000026,entregado,2026-01-23 00:07:27.593602,LM_CDMX_NORTE,Last Mile
SHP000027,pedido_creado,2026-01-19 19:41:14.000000,FC_PUE_01,Promesa
SHP000027,ready_to_ship,2026-01-19 23:51:52.707747,FC_PUE_01,Fulfillment
SHP000027,salida_fulfillment,2026-01-20 02:50:55.192507,FC_PUE_01,Fulfillment
SHP000027,llegada_sortation,2026-01-20 11:09:33.727819,SORT_QRO_01,Middle Mile
SHP000027,salida_sortation,2026-01-20 18:37:28.064406,SORT_QRO_01,Middle Mile
SHP000027,llegada_last_mile,2026-01-20 22:35:51.085880,LM_CDMX_SUR,Last Mile
SHP000027,out_for_delivery,2026-01-21 04:52:56.287297,LM_CDMX_SUR,Last Mile
SHP000027,entregado,2026-01-21 12:07:45.788125,LM_CDMX_SUR,Last Mile
SHP000028,pedido_creado,2026-03-07 17:03:11.000000,FC_QRO_01,Promesa
SHP000028,ready_to_ship,2026-03-08 01:40:49.399346,FC_QRO_01,Fulfillment
SHP000028,salida_fulfillment,2026-03-08 04:05:05.897768,FC_QRO_01,Fulfillment
SHP000028,llegada_sortation,2026-03-08 12:21:18.681707,SORT_MTY_01,Middle Mile
SHP000028,salida_sortation,2026-03-08 15:28:45.426060,SORT_MTY_01,Middle Mile
SHP000028,llegada_last_mile,2026-03-08 22:42:14.514513,LM_MTY,Last Mile
SHP000028,out_for_delivery,2026-03-09 05:04:15.587218,LM_MTY,Last Mile
SHP000028,entregado,2026-03-08 09:48:35.197899,LM_MTY,Last Mile
SHP000029,pedido_creado,2026-01-25 11:24:40.000000,FC_CDMX_01,Promesa
SHP000029,ready_to_ship,2026-01-25 18:31:56.985735,FC_CDMX_01,Fulfillment
SHP000029,salida_fulfillment,2026-01-25 20:46:11.932641,FC_CDMX_01,Fulfillment
SHP000029,llegada_sortation,2026-01-26 03:49:04.349760,SORT_CDMX_01,Middle Mile
SHP000029,salida_sortation,2026-01-26 12:54:49.938545,SORT_CDMX_01,Middle Mile
SHP000029,llegada_last_mile,2026-01-26 21:28:21.031859,LM_MTY,Last Mile
SHP000029,out_for_delivery,2026-01-27 06:38:12.624567,LM_MTY,Last Mile
SHP000029,entregado,2026-01-27 14:17:23.452557,LM_MTY,Last Mile
SHP000030,pedido_creado,2026-01-25 14:05:28.000000,FC_PUE_01,Promesa
SHP000030,ready_to_ship,2026-01-25 15:55:05.461947,FC_PUE_01,Fulfillment
SHP000030,salida_fulfillment,2026-01-25 17:29:45.624117,FC_PUE_01,Fulfillment
SHP000030,llegada_sortation,2026-01-26 05:49:38.093982,SORT_QRO_01,Middle Mile
SHP000030,salida_sortation,2026-01-26 06:19:38.093982,SORT_QRO_01,Middle Mile
SHP000030,llegada_last_mile,2026-01-26 16:52:59.094232,LM_CDMX_SUR,Last Mile
SHP000030,out_for_delivery,2026-01-26 22:25:11.138303,LM_CDMX_SUR,Last Mile
SHP000030,entregado,2026-01-26 08:19:25.806437,LM_CDMX_SUR,Last Mile
SHP000031,pedido_creado,2026-03-23 12:05:07.000000,FC_CDMX_01,Promesa
SHP000031,ready_to_ship,2026-03-23 17:12:00.373224,FC_CDMX_01,Fulfillment
SHP000031,salida_fulfillment,2026-03-23 18:21:21.585387,FC_CDMX_01,Fulfillment
SHP000031,llegada_sortation,2026-03-24 06:25:56.805027,SORT_QRO_01,Middle Mile
SHP000031,salida_sortation,2026-03-24 16:37:34.113784,SORT_QRO_01,Middle Mile
SHP000031,llegada_last_mile,2026-03-25 00:45:46.678455,LM_QRO,Last Mile
SHP000031,out_for_delivery,2026-03-25 11:13:04.037703,LM_QRO,Last Mile
SHP000031,entregado,2026-03-25 15:40:58.753110,LM_QRO,Last Mile
SHP000032,pedido_creado,2026-03-26 06:46:53.000000,FC_CDMX_01,Promesa
SHP000032,ready_to_ship,2026-03-26 10:50:15.481826,FC_CDMX_01,Fulfillment
SHP000032,salida_fulfillment,2026-03-26 12:16:53.229701,FC_CDMX_01,Fulfillment
SHP000032,llegada_sortation,2026-03-26 17:35:23.077322,SORT_GDL_01,Middle Mile
SHP000032,salida_sortation,2026-03-27 12:41:45.250457,SORT_GDL_01,Middle Mile
SHP000032,llegada_last_mile,2026-03-28 05:37:48.566619,LM_CDMX_SUR,Last Mile
SHP000032,out_for_delivery,2026-03-28 21:52:01.144846,LM_CDMX_SUR,Last Mile
SHP000032,entregado,2026-03-29 01:06:57.099972,LM_CDMX_SUR,Last Mile
SHP000033,pedido_creado,2026-03-18 11:01:00.000000,FC_CDMX_01,Promesa
SHP000033,ready_to_ship,2026-03-18 13:21:55.606016,FC_CDMX_01,Fulfillment
SHP000033,salida_fulfillment,2026-03-18 14:35:39.266354,FC_CDMX_01,Fulfillment
SHP000033,llegada_sortation,2026-03-18 21:06:34.417336,SORT_GDL_01,Middle Mile
SHP000033,salida_sortation,2026-03-19 03:42:04.560005,SORT_GDL_01,Middle Mile
SHP000033,llegada_last_mile,2026-03-19 09:45:55.080146,LM_MTY,Last Mile
SHP000033,out_for_delivery,2026-03-19 12:52:07.966347,LM_MTY,Last Mile
SHP000033,entregado,2026-03-19 14:50:23.027472,LM_MTY,Last Mile
SHP000034,pedido_creado,2026-03-06 14:16:18.000000,FC_MTY_01,Promesa
SHP000034,ready_to_ship,2026-03-06 19:33:20.760662,FC_MTY_01,Fulfillment
SHP000034,salida_fulfillment,2026-03-06 22:35:34.531136,FC_MTY_01,Fulfillment
SHP000034,llegada_sortation,2026-03-07 05:39:49.305618,SORT_QRO_01,Middle Mile
SHP000034,salida_sortation,2026-03-07 14:03:17.249617,SORT_QRO_01,Middle Mile
SHP000034,llegada_last_mile,2026-03-07 21:43:51.012002,LM_PUE,Last Mile
SHP000034,out_for_delivery,2026-03-08 09:03:40.914229,LM_PUE,Last Mile
SHP000034,entregado,2026-03-08 12:49:47.256147,LM_PUE,Last Mile
SHP000035,pedido_creado,2026-01-07 06:02:29.000000,FC_GDL_01,Promesa
SHP000035,ready_to_ship,2026-01-07 11:43:34.689810,FC_GDL_01,Fulfillment
SHP000035,salida_fulfillment,2026-01-07 15:38:16.196393,FC_GDL_01,Fulfillment
SHP000035,llegada_sortation,2026-01-08 00:35:47.202245,SORT_GDL_01,Middle Mile
SHP000035,salida_sortation,2026-01-08 13:21:21.320027,SORT_GDL_01,Middle Mile
SHP000035,llegada_last_mile,2026-01-09 06:39:23.283192,LM_GDL,Last Mile
SHP000035,out_for_delivery,2026-01-09 19:56:34.413587,LM_GDL,Last Mile
SHP000035,entregado,2026-01-11 14:05:07.758324,LM_GDL,Last Mile
SHP000036,pedido_creado,2026-01-16 14:50:41.000000,FC_CDMX_01,Promesa
SHP000036,ready_to_ship,2026-01-16 19:50:29.221040,FC_CDMX_01,Fulfillment
SHP000036,salida_fulfillment,2026-01-16 21:24:55.504621,FC_CDMX_01,Fulfillment
SHP000036,llegada_sortation,2026-01-17 09:14:30.507706,SORT_CDMX_01,Middle Mile
SHP000036,salida_sortation,2026-01-17 17:30:16.878385,SORT_CDMX_01,Middle Mile
SHP000036,llegada_last_mile,2026-01-18 04:18:57.261604,LM_QRO,Last Mile
SHP000036,out_for_delivery,2026-01-18 10:51:33.828677,LM_QRO,Last Mile
SHP000036,entregado,2026-01-18 16:41:12.560837,LM_QRO,Last Mile
SHP000037,pedido_creado,2026-02-09 12:51:54.000000,FC_PUE_01,Promesa
SHP000037,ready_to_ship,2026-02-09 18:19:54.953735,FC_PUE_01,Fulfillment
SHP000037,salida_fulfillment,2026-02-09 21:08:04.501855,FC_PUE_01,Fulfillment
SHP000037,llegada_sortation,2026-02-10 05:17:48.467297,SORT_CDMX_01,Middle Mile
SHP000037,salida_sortation,2026-02-10 14:23:40.397064,SORT_CDMX_01,Middle Mile
SHP000037,llegada_last_mile,2026-02-11 00:51:52.604240,LM_CDMX_SUR,Last Mile
SHP000037,out_for_delivery,2026-02-11 12:46:23.374423,LM_CDMX_SUR,Last Mile
SHP000037,entregado,2026-02-10 05:29:30.123784,LM_CDMX_SUR,Last Mile
SHP000038,pedido_creado,2026-02-11 00:51:53.000000,FC_PUE_01,Promesa
SHP000038,ready_to_ship,2026-02-11 05:28:31.374114,FC_PUE_01,Fulfillment
SHP000038,salida_fulfillment,2026-02-11 08:53:42.196833,FC_PUE_01,Fulfillment
SHP000038,llegada_sortation,2026-02-11 18:16:38.157163,SORT_GDL_01,Middle Mile
SHP000038,salida_sortation,2026-02-12 02:51:51.265217,SORT_GDL_01,Middle Mile
SHP000038,llegada_last_mile,2026-02-12 06:17:41.127816,LM_QRO,Last Mile
SHP000038,out_for_delivery,2026-02-12 16:51:20.310509,LM_QRO,Last Mile
SHP000038,entregado,2026-02-11 20:38:37.997194,LM_QRO,Last Mile
SHP000039,pedido_creado,2026-01-24 12:10:42.000000,FC_PUE_01,Promesa
SHP000039,ready_to_ship,2026-01-24 18:17:55.625119,FC_PUE_01,Fulfillment
SHP000039,salida_fulfillment,2026-01-24 19:23:11.963395,FC_PUE_01,Fulfillment
